Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"109A01FX; 20101AFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"340102MQ;E; 42005BFX;E; 42007BFX;E; 42014BFX;E; 42016BFX;E; 601102MQ;E"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"20101AFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"109B25FX;B; 42004AFX;A; 42005AFX;A; 42006AFX;D; 604101MQ;C"
2;B;non;66,27;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42007BFX; 42016BFX; 530CJAFX; 601102MQ";"109C01FX;D; 42004AFX;E; 42005AFX;D; 42006AFX;B; 601101MQ;D"
1;B;non;78,91;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"3500BDFX;C; 42005BFX;C; 42014CFX;E; 42016BFX;C"
1;B;non;63,26;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 340CJBFX; 42008CFX; 42015DFX; 42016DFX";"101CJA03;E; 3500BDFX;D; 42006CFX;D; 42008CFX;E; 42008DFX;C; 42016DFX;E"
1;B;non;71,96;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008DFX; 42014DFX; 42015DFX; 42016DFX";"3500BDFX;B; 42005CFX;C; 42006CFX;A; 42008CFX;A; 42014CFX;B"
1;B;non;72,05;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"42008DFX;B; 42014DFX;A; 42015DFX;C; 42016DFX;C"
1;B;non;81,55;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"109B08FX;A; 340102MQ;A; 42004AFX;C; 42005AFX;B; 42006AFX;B; 601101MQ;D; 604102MQ;D"
2;B;non;69,38;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;non;CC;non;non;"42008DFX; 42014DFX; 42015DFX; 42016DFX";"3500BDFX;A; 42005CFX;B; 42006CFX;B; 42008CFX;A; 42014CFX;A"
1;B;non;68,38;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42005BFX; 42006CFX; 42014BFX";"3500BDFX;B; 42005BFX;E; 42014BFX;E; 601CJBFX;C"
1;B;DEC préuniversitaire;80,7;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;non;CC;non;non;"42007EFX; 42008DFX; 42014DFX; 42015DFX";"42005CFX;B; 42008CFX;A; 42014CFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX; 604C1EFX";"42005BFX;B; 42014BFX;D; 42016BFX;C; 601101MQ;D"
1;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"20101AFX; 42005AFX; 42007BFX; 42016BFX; 601R13FX; 604100MQ";"109A01FX;D; 340101MQ;C; 42004AFX;D; 42005AFX;E; 42006AFX;B; 601R13FX;E"
1;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"20101AFX; 340101MQ; 42004AFX; 42007BFX; 42016BFX; 601R13FX";"109A01FX;D; 340101MQ;E; 42004AFX;E; 42005AFX;C; 42006AFX;B; 601R13FX;E; 604100MQ;D"
4;B;non;66,45;Oui;Oui;Oui;Non;En Cours;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 201015RE; 340102MQ; 42004AFX; 42007BFX; 601102MQ";"109A16FX;D; 42004AFX;E; 42005AFX;B; 42006AFX;C; 601102MQ;E"
2;B;non;70,17;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601CJVFX";"340CJBFX;D; 42004AFX;A; 42005AFX;A; 42006AFX;A; 601103MQ;D"
3;B;non;86,64;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;non;CC;non;non;"20101AFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"42004AFX;B; 42005AFX;A; 42006AFX;A"
4;A;non;75;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"20101AFX; 340102MQ; 42005AFX; 42006AFX; 601102MQ; 604101MQ";"109B02FX;B; 340101MQ;C; 42004AFX;C; 601101MQ;C"
2;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"109B28FX;B; 340101MQ;B; 42004AFX;B; 42005AFX;B; 42006AFX;B; 601101MQ;D"
1;B;non;75,67;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A15FX; 20101AFX; 340102MQ; 42004AFX; 42007BFX";"109B02FX;B; 340101MQ;D; 42005AFX;C; 42006AFX;C; 42016BFX;C; 601102MQ;D"
1;B;non;0;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"20101AFX; 42005CFX; 42006CFX; 42014BFX";"340101MQ;E; 42005BFX;D; 42007BFX;D; 42014BFX;E; 42016BFX;D; 601101MQ;E; 604102MQ;D"
1;B;non;59,84;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C08FX; 340101MQ; 42007BFX";"109A01FX;D; 42005AFX;C; 42007BFX;E; 42014BFX;E; 604100MQ;C"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"340CJAFX; 42005CFX; 42006CFX; 42014BFX; 601102MQ";"109B22FX;A; 42005BFX;B; 42007BFX;B; 42014BFX;E; 42016BFX;B; 604101MQ;C"
3;A;non;70,33;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 20101AFX; 340102MQ; 42004AFX; 42005AFX; 601101MQ";"340101MQ;C; 42005AFX;E; 42006AFX;D; 42007BFX;Aucun résultat; 601R13FX;D"
1;A;non;66,82;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340CJFFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601102MQ";"109A01FX;C; 340102MQ;D; 42005BFX;B; 42007BFX;C; 42014BFX;D; 42016BFX;B; 601101MQ;C; 604102MQ;C"
1;A;non;67,5;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"20101AFX; 340101MQ; 42004AFX; 42005AFX; 601101MQ";"109A19FX;C; 42004AFX;E; 42006AFX;D; 601R13FX;D; 604101MQ;D"
2;A;non;69,7;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A13FX; 42004AFX; 42007BFX; 42016BFX";"109B02FX;D; 42004AFX;E; 42005AFX;D; 42006AFX;C; 601101MQ;E"
5;B;non;63,13;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;66,4;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C10FX; 20101AFX; 340101MQ; 42007BFX; 42014BFX; 601101MQ; 604102MQ";"109B08FX;B; 42005BFX;D; 42007BFX;E; 42014BFX;E; 42016BFX;D; 601101MQ;E; 604102MQ;E"
1;B;non;77,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 340CJCFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";"109B08FX;B; 201105RE;D; 340102MQ;C; 42004AFX;B; 42005AFX;A; 42006AFX;B; 601101MQ;D"
2;B;non;66,74;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008CFX; 42008DFX; 42014DFX; 42015DFX";"109A16FX;E; 42005CFX;D; 42006CFX;D; 42014CFX;D"
4;B;non;67,21;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C04FX; 20101AFX; 340CJCFX; 42004AFX; 42007BFX; 530CJA03; 601102MQ";"340102MQ;C; 42007BFX;E; 42016BFX;B; 601101MQ;B; 604C1BFX;C"
4;B;non;60,75;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42006CFX";"42004AFX;E; 42005AFX;B; 42007BFX;C; 42016BFX;C"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"340102MQ; 42005BFX; 42006CFX; 42014BFX; 601102MQ";"42005BFX;E; 42007BFX;D; 42014BFX;Aucun résultat; 42016BFX;B; 601101MQ;C; 604101MQ;D"
2;B;non;68,14;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;C; 42007BFX;D; 42014BFX;D; 42016BFX;B"
4;B;non;74;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005BFX;B; 42007BFX;B; 42014BFX;C; 42016BFX;C"
1;B;non;76,11;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C21FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";"109B09FX;D; 340101MQ;E; 601102MQ;E; 604C1BFX;D"
2;B;non;0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;RP;oui;non;"109B19FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 601R13FX";"109A01FX;E; 42004AFX;E; 42005AFX;E; 42006AFX;C; 601R13FX;E; 604100MQ;D"
1;B;non;57,93;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;non;CC;non;oui;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"109A16FX;Aucun résultat; 340102MQ;Aucun résultat; 42005BFX;Aucun résultat; 42007BFX;Aucun résultat; 42014BFX;Aucun résultat; 42016BFX;Aucun résultat"
3;B;non;64,9;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"101901RE; 340CJAFX; 42005BFX; 42006CFX; 42014BFX; 601103MQ; 604C2GFX";"109B08FX;B; 340102MQ;B; 42004AFX;D; 42007BFX;C; 42016BFX;B; 601102MQ;C"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;non;"20101AFX; 42004AFX; 42005AFX; 601R13FX";"109A01FX;E; 201105RE;E; 42005AFX;E; 42006AFX;C; 601R13FX;E"
2;B;non;66,81;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"332C01FX; 42005CFX; 42008CFX; 42014CFX; 601102MQ";"109B26FX;A; 340102MQ;B; 42005BFX;A; 42006CFX;A; 42014BFX;A; 604102MQ;C"
1;A;non;57,83;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;67,38;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 20101AFX; 42005BFX; 42014BFX; 601102MQ";aucune donnée
5;B;non;75,4;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"20101AFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ";"109B25FX;C; 201015RE;E; 42004AFX;D; 42005AFX;D; 42006AFX;C; 601101MQ;D"
5;B;non;75,2;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"20101AFX; 340CJBFX; 42004AFX; 42007BFX; 42016BFX; 601102MQ";"109C01FX;B; 201105RE;E; 340102MQ;C; 42004AFX;E; 42005AFX;D; 42006AFX;D"
1;B;non;63,56;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"20101AFX; 203CJBFX; 42005BFX; 42014BFX; 601103MQ";"340102MQ;C; 42005BFX;E; 42006CFX;D; 42014BFX;E; 601102MQ;D"
1;A;non;79,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 340CJVFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX; 601CJVFX";"3500BDFX;A; 42008DFX;B; 42014DFX;A; 42015DFX;A; 42016DFX;B; 520CJEFX;B; 604C3DFX;B"
5;B;non;69,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"340CJAFX; 42005BFX; 42014BFX; 601CJAFX";"201103RE;E; 340CJAFX;E; 42005BFX;E; 42014BFX;E; 601CJAFX;E"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A07FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;63,85;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109B01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 601101MQ";aucune donnée
1;A;non;67,27;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;69,67;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;oui;"109B22FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
4;B;non;74,75;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B22FX; 20101AFX; 340102MQ; 42005AFX; 42006AFX; 42016BFX; 604102MQ";aucune donnée
2;A;non;65,18;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B25FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;67,21;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;oui;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;65,38;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A01FX; 340101MQ; 42005AFX; FRASEC5B";aucune donnée
1;A;non;78,15;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008CFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 601102MQ";"109C01FX;C; 203CKA03;D; 42005CFX;D; 42008CFX;E; 42014CFX;D; 604C2FFX;C"
4;A;non;74;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42007EFX; 42014DFX; 42015DFX; 601CJBFX";"109C08FX;B; 332C01FX;D; 3500BDFX;B; 42008DFX;C; 42014CFX;D; 42016DFX;C; 604C0HFX;D; CYB001FX;A; CYB002FX;D; CYB003FX;B; CYB004FX;B; CYB005FX;B"
1;A;non;74,64;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"340CJAFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 530CJAFX";"203CKA03;C; 3500BDFX;A; 42008CFX;B; 42014CFX;B; 601103MQ;D; 604C0HFX;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"20101AFX; 42004AFX; 42005AFX; 601102MQ; 604014FX";"109A01FX;B; 42004AFX;Aucun résultat; 42005AFX;E; 42007BFX;E; 601101MQ;C"
1;A;non;83,08;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;82,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 385CJB03; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"340102MQ;D; 42005BFX;C; 42007BFX;C; 42014BFX;C; 42016BFX;B; 601102MQ;D; 604103MQ;B"
2;B;non;54,3;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"42005CFX;E; 42006CFX;E; 42008CFX;E; 42014CFX;E"
4;B;non;61,6;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;non;CC;oui;oui;"42005BFX; 42014BFX; 42016DFX";"3500BDFX;E; 42005BFX;E; 42014BFX;E; 601CJVFX;D"
1;B;non;69,17;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";"109B28FX;D; 330910RE;E; 383920RE;D; 601R13FX;C; 604102MQ;D"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109B01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;66,71;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
5;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"109B01FX; 20101AFX; 42004AFX; 42005AFX; 601101MQ";"109A20FX;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 42016BFX;E; 601101MQ;E; 604101MQ;Aucun résultat"
2;A;non;68,92;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B09FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;B;non;50,72;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"42004AFX; 42006CFX; 42007BFX; 530CJAFX; 601CJBFX";"109C15FX;C; 340102MQ;D; 42004AFX;E; 42005AFX;C; 42016BFX;D"
1;A;non;64;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;65,89;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;71,1;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
3;B;non;61,04;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109C24FX; 340CJCFX; 42005CFX; 42007EFX; 42016DFX; 601103MQ";"42005CFX;E; 42006CFX;D; 42008CFX;C; 42014CFX;D; 510C01FX;D; 601103MQ;E"
2;B;non;59,41;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109A12FX; 340102MQ; 42004AFX; 42005AFX";aucune donnée
5;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;72,27;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42005BFX; 42006CFX; 42014BFX; 601CJBFX";"340CJCFX;D; 42004AFX;C; 530CJA03;D; 601103MQ;E"
1;A;non;70;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;oui;"109B02FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;B;non;79,87;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX";"42008DFX;B; 42014DFX;D; 42015DFX;B"
1;A;non;58,72;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;65,48;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008CFX; 42008DFX; 42014CFX; 42014DFX; 42015DFX";"109C21FX;D; 3500BDFX;B; 42005CFX;D; 42014BFX;D"
2;A;non;75,08;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;76,92;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 42006EFX; 42007EFX; 42008EFX; 42014EFX";"3500BDFX;C; 42008DFX;C; 42014DFX;B; 42015DFX;C; 601CJVFX;D"
2;A;non;63,2;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340101MQ; 42005AFX; 42006AFX; FRASEC5B";aucune donnée
1;A;non;75,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42002FFX; 42012YFX";"42006EFX;B; 42007EFX;B; 42008EFX;A; 42014EFX;B"
1;A;non;70,23;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
5;B;non;73,36;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 340102MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;74,13;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A11FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;66,73;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;64,69;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A11FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;60,4;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A11FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;A;non;67,25;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;B;non;64,29;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
5;I;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"42006EFX; 42015DFX; 601103MQ; 609CJA03";"340CJBFX;D; 3500BDFX;B; 385CJB03;C; 42008DFX;D; 42014DFX;D; 42015DFX;E; 42016DFX;D"
1;B;non;77,54;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42006CFX; 42014BFX";"340102MQ;C; 42004AFX;D; 42007BFX;D; 42016BFX;C"
1;B;non;78,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A11FX; 20101AFX; 340102MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;65;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;77,13;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;63,15;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;77,29;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C08FX; 340102MQ; 601102MQ; 604103MQ";"340101MQ;D; 42004AFX;A; 42007BFX;C; 42016BFX;B; 601102MQ;E"
5;B;non;76,1;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;63,5;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
5;B;non;72,4;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42007EFX; 42014EFX";"42005CFX;E; 42008CFX;B; 42014CFX;C"
