Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
2;B;non;74,17;Oui;Oui;Oui;Oui;En Cours;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B25FX; 201015RE; 42006AFX; 601102MQ";"109B22FX;E; 41001AFX;E; 410144FX;E; 4102A3FX;E; 412133FX;E; 601101MQ;D; 604103MQ;E"
1;A;non;74,68;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C22FX; 340102MQ; 42005BFX; 42007BFX; 42016BFX; 601102MQ; 609CJA03";"109A01FX;D; 42004AFX;D; 42005AFX;E; 42006AFX;D; 601102MQ;E; 604102MQ;D"
1;A;non;93,46;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 601103MQ; 604C2FFX";"109A13FX;A; 340102MQ;A; 42005BFX;A; 42007BFX;A; 42014BFX;A; 42016BFX;A; 601CJWFX;B; 604102MQ;A"
1;B;non;84,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201SH4RE; 42004AFX; 42005AFX; 42006AFX; 604103MQ";"101NYA05;C; 201NYB05;D; 202NYA05;C; 340102MQ;C; 601102MQ;D"
1;B;non;70,46;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"201SH4RE; 340CJCFX; 42004AFX; 42006AFX";"109B02FX;C; 340101MQ;C; 350ZS3FX;C; 360300RE;Aucun résultat; 387ZR2FX;Aucun résultat; 601102MQ;Aucun résultat; 604C2FFX;C"
1;B;non;72,6;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109C04FX; 3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 604C2GFX";"101CJA03;D; 109B22FX;D; 340102MQ;C; 42004AFX;A; 42005AFX;B; 601102MQ;E"
1;B;non;60,38;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"202CKCFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601103MQ; 604C2GFX";"109B19FX;C; 201016RE;D; 340102MQ;D; 601101MQ;D; 604102MQ;E"
2;B;non;76,11;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"201SH4RE; 42004AFX; 42005AFX; 42006AFX; 604102MQ";"101NYA05;E; 201NYB05;E; 202NYA05;E; 340102MQ;D; 601101MQ;D"
1;A;non;0;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;non;CC;non;non;"201103RE; 3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 604C2GFX";"109B02FX;C; 340102MQ;C; 42005BFX;B; 42007BFX;B; 42014BFX;C; 42016BFX;B; 601101MQ;D; 604102MQ;C"
2;A;non;74,71;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 42006CFX; 42008CFX; 42014CFX; 601103MQ; 604C3DFX";"109A01FX;D; 340102MQ;D; 42005BFX;C; 42007BFX;D; 42014BFX;E; 42016BFX;C; 601101MQ;D; 604103MQ;C"
2;B;non;73,96;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601103MQ";"109B22FX;C; 340102MQ;D; 42004AFX;C; 42005AFX;B; 601101MQ;C; 604102MQ;D"
2;B;non;80,92;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B19FX; 340CJVFX; 42005AFX; 42014BFX; 601102MQ; 604101MQ";"109A13FX;D; 201105RE;E; 340102MQ;C; 42004AFX;E; 42005AFX;E; 42006AFX;D; 601101MQ;E"
2;A;non;68,1;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109C08FX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 520CJEFX";"109B02FX;A; 340101MQ;D; 42005BFX;D; 42007BFX;C; 42014BFX;E; 42016BFX;C; 601101MQ;D; 604100MQ;E"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 604C2GFX; 608CJA03";"340102MQ;A; 42005BFX;B; 42007BFX;B; 42014BFX;C; 42016BFX;B; 601102MQ;D; 604102MQ;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"201203RE;A; 3500BDFX;A; 42005CFX;C; 42006CFX;B; 42008CFX;A"
1;B;non;94;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"109C20FX;A; 42005BFX;A; 42007BFX;B; 42014BFX;B; 42016BFX;B; 601102MQ;B"
2;B;non;64,29;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005BFX;C; 42007BFX;B; 42014BFX;C; 42016BFX;B"
2;B;non;67,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"3500BDFX; 42005CFX; 42014BFX";"42005BFX;C; 42006CFX;D; 42007BFX;C; 42014BFX;E"
2;B;non;71,37;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201203RE; 3500BDFX; 42008CFX; 42008DFX; 42014CFX; 42016DFX";"201103RE;E; 42005BFX;D; 42007BFX;C; 42014BFX;E; 42016BFX;C"
1;B;non;72,6;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 332C01FX; 3500BDFX; 42005BFX; 42014BFX; 601103MQ";"109C08FX;E; 42004AFX;D; 42005AFX;D; 42006AFX;E"
2;B;non;65;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;non;CC;non;non;"42008CFX; 42015DFX; 42016BFX";"42005BFX;C; 42007BFX;B; 42014BFX;C"
5;B;non;76,1;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005BFX;C; 42007BFX;C; 42014BFX;B; 42016BFX;B"
2;B;non;59,54;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RP;oui;non;"340101MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601R13FX; 604C1EFX";aucune donnée
2;B;non;68,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"3500BDFX; 42014DFX; 42015DFX; 42016DFX";"201NYA05;D; 340102MQ;B; 42005BFX;B; 42007BFX;B; 42014BFX;C; 42016BFX;C"
1;B;non;74,35;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"109C01FX;B; 340102MQ;D; 42004AFX;A; 42005AFX;C; 42006AFX;B"
5;B;non;63,13;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"201103RE; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"201016RE;C; 42005BFX;C; 42007BFX;B; 42014BFX;C; 42016BFX;C"
4;B;non;74,75;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42006CFX; 42008DFX; 42016DFX; 530CKA03; 601103MQ";"109A01FX;C; 370CJAIN;C; 42005BFX;B; 42007BFX;C; 42014BFX;D; 601102MQ;E; 604C2GFX;B"
2;A;non;0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109B28FX; 42004AFX; 601102MQ; 604102MQ";"109A01FX;C; 42004AFX;E; 42005AFX;C; 42006AFX;D; 601101MQ;C"
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"340102MQ; 3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 604100MQ";"109A13FX;C; 340101MQ;D; 42004AFX;D; 42005AFX;B; 42006AFX;C; 601101MQ;E; 604014FX;C"
1;B;non;72,58;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005BFX; 42006CFX; 42008CFX; 42014CFX";"42004AFX;B; 42005AFX;D; 42006AFX;A; 42016BFX;B"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 3500BDFX; 42008CFX; 42008DFX; 42014CFX; 42016DFX; 604C2GFX";"42005BFX;C; 42006AFX;A; 42007BFX;C; 42014BFX;E; 42016BFX;D; 601101MQ;D; 604102MQ;C"
2;B;non;62,22;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"3500BDFX; 42005BFX; 42007BFX; 42014BFX";"109C08FX;D; 42004AFX;D; 42005AFX;D; 42006AFX;C; 601102MQ;E; 604102MQ;D"
3;B;non;74,85;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"42004AFX;A; 42005AFX;A; 42006AFX;A"
3;B;non;82,72;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"42004AFX;A; 42005AFX;A; 42006AFX;A"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B22FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";aucune donnée
1;I;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"109B01FX; 201SH4RE; 340102MQ; 42004AFX; 42005AFX; 601R13FX";aucune donnée
5;I;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"109B28FX; 340101MQ; 42004AFX; 42007BFX; 42016BFX; 601R13FX; 604100MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201103RE; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601103MQ";"109B22FX;B; 201105RE;C; 340101MQ;D; 42004AFX;B; 42005AFX;B; 42006AFX;B; 601101MQ;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"109B02FX; 201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"109A01FX; 340101MQ; 42004AFX; 42007BFX; 42016BFX; 601R13FX; 604102MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604100MQ";aucune donnée
2;B;non;72,13;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"340102MQ; 42004AFX; 42007BFX; 42016BFX; 601R13FX; 604014FX";aucune donnée
1;A;non;81,66;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";aucune donnée
3;B;non;76,5;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;77,25;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"201SH4RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;62,33;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B01FX; 42005BFX; 42007BFX; 42014BFX; 604102MQ";aucune donnée
1;A;non;64,91;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;non;"109A16FX; 340101MQ; 42004AFX; 42005AFX; 601R13FX; 609CJA03";aucune donnée
1;B;non;67,45;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109A01FX; 42004AFX; 42005AFX; 42007BFX; 601101MQ";aucune donnée
1;A;non;88,73;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";aucune donnée
1;A;non;81,77;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";aucune donnée
2;A;non;77,81;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ";aucune donnée
2;A;non;76,67;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;A;non;76,82;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;A;non;89,08;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B27FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";aucune donnée
1;A;non;87,84;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B19FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";aucune donnée
5;A;non;64,79;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42007BFX; 42016BFX; 601101MQ";aucune donnée
5;A;non;63,24;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
1;A;non;79,12;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604103MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B22FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601102MQ; 604100MQ";aucune donnée
2;B;non;74,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;77,58;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B22FX; 340102MQ; 42004AFX; 42005AFX; 601102MQ";aucune donnée
1;B;non;63,71;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 42006AFX; 601101MQ; 604C0HFX";aucune donnée
1;A;non;69,3;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;oui;"340101MQ; 42004AFX; 42006AFX; 601R13FX; 604103MQ";aucune donnée
2;A;non;67,21;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B22FX; 201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;non;70,19;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340102MQ; 42004AFX; 42005AFX; 42016BFX; 601101MQ; 604101MQ";aucune donnée
1;A;non;73,63;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B01FX; 340102MQ; 42016BFX; 604102MQ";aucune donnée
1;A;non;73,82;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A16FX; 42004AFX; 42005AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;A;non;69,75;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604103MQ";aucune donnée
2;A;non;71,12;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;non;"42004AFX; 42005AFX; 42006AFX; 601R13FX; 604103MQ";aucune donnée
1;A;non;71,44;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109B02FX; 340101MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RP;oui;non;"109A01FX; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604014FX";aucune donnée
1;B;non;84,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 201SH4RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX; 601102MQ";aucune donnée
1;A;non;79,67;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B19FX; 340101MQ; 42004AFX; 42007BFX; 42016BFX; 601101MQ; 604101MQ";aucune donnée
1;B;non;72,9;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;oui;"109B19FX; 201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;A;non;74,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604103MQ";aucune donnée
3;B;non;62,67;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;74,57;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601101MQ";aucune donnée
1;A;non;64,25;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42007BFX; 42016BFX; 601101MQ";aucune donnée
1;A;non;74,27;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";aucune donnée
2;A;non;74,17;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A16FX; 42005BFX; 42007BFX; 42014BFX; 604103MQ";aucune donnée
2;A;non;66,18;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 340101MQ; 42004AFX; 42005AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;A;non;58,77;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 42005AFX; 42006AFX; 604101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"340101MQ; 42005BFX; 42007BFX; 42014BFX; 601101MQ; 604C1EFX";aucune donnée
2;B;non;61,11;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;non;CC;non;oui;"340102MQ; 3500BDFX; 42005BFX; 42014BFX; 601103MQ";aucune donnée
1;B;non;76,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
1;B;non;73,2;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109A16FX; 340101MQ; 42004AFX; 601101MQ; 604102MQ";aucune donnée
1;B;non;65,89;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 3500BDFX; 42005BFX; 42014BFX; 601101MQ";aucune donnée
1;B;non;78,17;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
2;B;non;66,81;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
5;I;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;oui;non;"42005BFX; 42006AFX; 42007BFX; 42014BFX; 601101MQ; 604014FX";aucune donnée
1;B;non;73,2;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
2;B;non;74,9;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601103MQ";aucune donnée
2;B;non;92,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 340CJCFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 604103MQ";aucune donnée
2;B;non;71,78;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
2;B;non;69,75;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201103RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
2;B;non;82,71;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX";aucune donnée
1;B;non;72,79;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 340CJCFX; 42004AFX; 42005AFX; 42006AFX; 604C3DFX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B01FX; 201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604101MQ";aucune donnée
1;A;non;75,25;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A16FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604103MQ";aucune donnée
1;B;non;0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604101MQ";aucune donnée
1;B;non;0;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604102MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B19FX; 340101MQ; 42004AFX; 42006AFX; 42007BFX; 601101MQ; 604100MQ";aucune donnée
3;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;non;non;"109A01FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604100MQ";aucune donnée
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;non;non;"201SH4RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
4;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RP;non;non;"201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
4;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A16FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604100MQ";aucune donnée
1;B;non;70,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A13FX; 201SH4RE; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;67,67;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 201SH4RE; 340101MQ; 42004AFX; 601101MQ; 604101MQ";aucune donnée
