Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
1;A;non;68,67;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;69,3;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;69;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;601R13FX;aucune donnée
2;A;non;67,21;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A14FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;70,19;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;73,63;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A01FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;68,32;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B02FX; 20101AFX; 340101MQ; 42006AFX; 601R13FX";aucune donnée
1;A;non;73,82;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B02FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;62,61;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"20101AFX; 340101MQ; 42004AFX; 42006AFX; 42016BFX; 601R13FX";aucune donnée
1;A;non;69,75;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B19FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
2;A;non;71,12;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A13FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;71,44;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A14FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;72,15;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;oui;"109B01FX; 340101MQ; 350102RE; 601R13FX";aucune donnée
1;A;non;79,67;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;74,88;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;72,71;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;74,57;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;A;non;64,25;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109B02FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;74,27;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;74,17;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;A;non;66,18;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A13FX; 201105RE; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;A;non;58,77;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B19FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;65,11;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"20101AFX; 340101MQ; 42004AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B22FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;61,11;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;non;CC;oui;non;"109B01FX; 20101AFX; 42004AFX; 42007BFX; 601102MQ; 604CJJFX";aucune donnée
1;B;non;76,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;73,2;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109B02FX; 20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;65,89;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"20101AFX; 340101MQ; 42004AFX; 42016BFX; 601R13FX";aucune donnée
1;B;non;78,17;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 340CJVFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;66,81;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
5;I;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;RT;oui;non;"109A14FX; 20101AFX; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
1;B;non;73,2;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B02FX; 201105RE; 340102MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;74,9;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 20101AFX; 340CJCFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;92,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A13FX; 201105RE; 340102MQ; 410C06RI; 410C14RI; 410C23RI; 410C34RI; 410C43RI; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;71,78;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;69,75;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201105RE; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;73,31;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"20101AFX; 42004AFX; 42005AFX";aucune donnée
2;B;non;82,71;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C22FX; 20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
;;;;;;;;;;;;;;;;;;oui;oui;;
